sale_begin,sale_no,is_input
1795/06/13,A5485,no
1795/06/16,A5486,yes
1795/06/17,A5486a,yes
1795/06/18,A5487,no
1795/06/20,A5488,no
1795/06/26,A5488a,yes
1795/06/29,A5489,yes
1795/07/08,A5489a,yes
1795/07/11,A5490,yes
1795/07/30,A5491,yes
1795/08/03,A5492,yes
1795/08/08,A5493,no
1795/09/01,A5493a,yes
1795/10/20,A5494,no
1795/11/03,A5495,yes
1795/11/26,A5496,yes
1795/12/00,A5449,yes
1795/12/04,A5497,yes
1795/12/11,A5498,yes
1795/12/11,A5499,yes
1795/12/16,A5500,no
1795/12/22,A5501,yes
1796/00/00,A5505,yes
1796/01/15,A5502,yes
1796/01/21,A5503,yes
1796/01/27,A5502a,yes
1796/02/05,A5506,yes
1796/02/13,A5507,yes
1796/02/19,A5507b,yes
1796/02/25,A5507a,yes
1796/02/26,A5508,yes
1796/03/03,A5509,yes
1796/03/10,A5510,yes
1796/03/11,A5511,yes
1796/03/14,A5512,yes
1796/03/19,A5513,yes
1796/03/23,A5515,yes
1796/03/30,A5514,yes
1796/04/06,A5516,yes
1796/04/14,A5517,yes
1796/04/18,A5517a,yes
1796/04/20,A5518,yes
1796/04/27,A5519,yes
1796/04/29,A5520,yes
1796/05/02,A5521,yes
1796/05/06,A5522,yes
1796/05/09,A5523,yes
1796/05/12,A5523a,yes
1796/05/17,A5524,yes
1796/05/18,A5525,yes
1796/05/21,A5526,yes
1796/05/28,A5527,yes
1796/05/31,A5528,yes
1796/06/03,A5529,yes
1796/06/06,A5529c,no
1796/06/13,A5529a,yes
1796/06/16,A5529b,yes
1796/06/20,A5530,yes
1796/08/05,A5531,no
1796/08/08,A5532,yes
1796/08/19,A5532a,yes
1796/09/12,A5532b,yes
1796/09/15,A5533,yes
1796/09/22,A5533a,yes
1796/09/24,A5534,yes
1796/10/20,A5535,yes
1796/10/27,A5536,yes
1796/10/27,A5537,yes
1796/11/04,A5538,yes
1796/11/10,A5538a,yes
1796/12/02,A5539,yes
1796/12/03,A5540,yes
1796/12/09,A5541,yes
1796/12/15,A5542,yes
1796/12/15,A5677,no
1797/00/00,A5543,no
1797/01/04,A5542a,yes
1797/01/19,A5544,yes
1797/01/28,A5545,yes
1797/02/03,A5546,yes
1797/02/09,A5547,yes
1797/02/10,A5548,yes
1797/02/16,A5549,yes
1797/02/17,A5550,yes
1797/02/18,A5551,yes
1797/02/20,A5552,yes
1797/02/21,A5552a,yes
1797/02/28,A5553,yes
1797/03/01,A5553a,yes
1797/03/03,A5554,yes
1797/03/04,A5555,yes
1797/03/10,A5555a,yes
1797/03/17,A5556,yes
1797/03/17,A5557,yes
1797/03/21,A5558,yes
1797/03/22,A5559,yes
1797/03/23,A5559a,yes
1797/03/27,A5560,yes
1797/03/27,A5561,yes
1797/04/06,A5563,yes
1797/04/07,A5564,yes
1797/04/10,A5565,yes
1797/04/10,A5566,yes
1797/04/27,A5567,yes
1797/04/27,A5568,yes
1797/05/01,A5569,yes
1797/05/06,A5570,yes
1797/05/08,A5571,yes
1797/05/09,A5571a,yes
1797/05/11,A5572,yes
1797/05/13,A5573,yes
1797/05/19,A5574,yes
1797/05/22,A5574b,yes
1797/05/23,A5574a,yes
1797/05/24,A5575,yes
1797/05/26,A5577,yes
1797/05/27,A5578,no
1797/05/29,A5578a,yes
1797/05/30,A5579,yes
1797/05/30,A5578b,yes
1797/06/02,A5580,yes
1797/06/02,A5590,yes
1797/06/05,A5581,yes
1797/06/06,A5582,yes
1797/06/09,A5583,yes
1797/06/10,A5584,yes
1797/06/13,A5585,yes
1797/06/16,A5585a,yes
1797/06/19,A5586,no
1797/06/23,A5587,yes
1797/06/24,A5588,yes
1797/06/26,A5588a,yes
1797/06/26,A5588b,yes
1797/06/27,A5589,no
1797/07/01,A5579a,yes
1797/07/10,A5591,yes
1797/07/22,A5591a,yes
1797/07/24,A5592,yes
1797/07/24,A5593,yes
1797/08/07,A5593a,yes
1797/09/12,A5594,yes
1797/09/19,A5594b,yes
1797/10/05,A5594a,yes
1797/10/23,A5595,yes
1797/11/04,A5596,yes
1797/11/15,A5597,yes
1797/11/15,A5597a,yes
1797/11/17,A5598,yes
1797/11/18,A5599,yes
1797/11/18,A5600,yes
1797/12/08,A5601,yes
1797/12/15,A5602,yes
1797/12/22,A5602a,yes
1797/12/23,A5603,yes
1798/01/13,A5606,yes
1798/01/16,A5607,yes
1798/01/19,A5608,yes
1798/01/20,A5609,yes
1798/01/22,A5609a,yes
1798/01/25,A5610,yes
1798/01/31,A5611,yes
1798/02/01,A5612,no
1798/02/03,A5613,yes
1798/02/07,A5614,yes
1798/02/09,A5615,yes
1798/02/15,A5616,yes
1798/02/16,A5617,yes
1798/02/16,A5616a,yes
1798/02/19,A5617a,no
1798/02/21,A5618,yes
1798/02/21,A5619,yes
1798/02/23,A5620,yes
1798/02/26,A5621,yes
1798/02/26,A5621a,yes
1798/03/03,A5622,yes
1798/03/05,A5623,yes
1798/03/05,A5624,yes
1798/03/12,A5624a,yes
1798/03/13,A5624b,yes
1798/03/15,A5625,yes
1798/03/19,A5625a,yes
1798/03/22,A5625b,yes
1798/03/27,A5626,yes
1798/03/28,A5626a,yes
1798/03/31,A5562,yes
1798/03/31,A5627,yes
1798/04/03,A5628,yes
1798/04/11,A5629,no
1798/04/12,A5630,yes
1798/04/16,A5630a,yes
1798/04/18,A5631,yes
1798/04/21,A5632,yes
1798/04/21,A5633,yes
1798/04/24,A5634,yes
1798/04/27,A5635,yes
1798/04/30,A5637,yes
1798/05/07,A5638,yes
1798/05/08,A5639,yes
1798/05/09,A5640,yes
1798/05/12,A5641,yes
1798/05/12,A5642,yes
1798/05/15,A5643,yes
1798/05/15,A5644,yes
1798/05/16,A5645,yes
1798/05/17,A5646,yes
1798/05/21,A5647,yes
1798/05/23,A5647a,yes
1798/05/25,A5648,yes
1798/05/25,A5649,yes
1798/05/28,A5649a,no
1798/06/06,A5650a,yes
1798/06/08,A5651,yes
1798/06/09,A5652,yes
1798/06/18,A5652b,yes
1798/06/20,A5652a,yes
1798/06/27,A5653,yes
1798/06/29,A5654,yes
1798/07/05,A5655,yes
1798/07/12,A5656,yes
1798/07/12,A5657,yes
1798/07/16,A5657a,yes
1798/07/18,A5658,yes
1798/07/20,A5658a,yes
1798/07/24,A5659,yes
1798/08/23,A5659a,yes
1798/08/27,A5660,yes
1798/08/30,A5660a,yes
1798/08/31,A5661,yes
1798/09/13,A5661a,yes
1798/09/28,A5662,yes
1798/10/05,A5663,yes
1798/10/17,A5663a,yes
1798/10/23,A5664,yes
1798/11/14,A5664a,yes
1798/11/15,A5665,yes
1798/11/16,A5666,yes
1798/11/20,A5666a,yes
1798/11/22,A5667,yes
1798/11/26,A5668,yes
1798/11/26,A5668a,yes
1798/12/03,A5669,yes
1798/12/03,A5669a,yes
1798/12/04,A5670,yes
1798/12/11,A5670b,yes
1798/12/11,A5670c,yes
1798/12/12,A5670a,yes
1798/12/13,A5671,yes
1798/12/14,A5672,yes
1798/12/15,A5672a,yes
1798/12/18,A5673,yes
1798/12/19,A5673a,yes
1798/12/21,A5674,yes
1798/12/22,A5675,yes
1798/12/26,A5676,yes
1798/12/31,A5676a,yes
1799/00/00,A5677a,no
1799/01/07,A5677b,yes
1799/01/14,A5679,yes
1799/01/16,A5680,yes
1799/01/16,A5681,yes
1799/01/25,A5682,yes
1799/01/26,A5682a,yes
1799/01/30,A5683,yes
1799/01/31,A5684,yes
1799/02/02,A5685,yes
1799/02/03,A5686,no
1799/02/04,A5687,yes
1799/02/05,A5687a,yes
1799/02/07,A5688,yes
1799/02/09,A5689,yes
1799/02/14,A5690,yes
1799/02/14,A5691,yes
1799/02/16,A5693,yes
1799/02/18,A5694,yes
1799/02/21,A5695,yes
1799/02/28,A5696,yes
1799/03/00,A5697a,yes
1799/03/00,A5697b,yes
1799/03/02,A5698,yes
1799/03/05,A5699,yes
1799/03/07,A5699a,yes
1799/03/08,A5700,yes
1799/03/09,A5701,yes
1799/03/09,A5702,yes
1799/03/09,A5703,yes
1799/03/11,A5702b,yes
1799/03/15,A5702a,yes
1799/03/23,A5703a,yes
1799/04/03,A5704,yes
1799/04/05,A5705,yes
1799/04/06,A5706,yes
1799/04/10,A5707,yes
1799/04/12,A5708,no
1799/04/12,A5709,yes
1799/04/15,A5710,yes
1799/04/17,A5711,yes
1799/04/18,A5712,yes
1799/04/24,A5712a,yes
1799/04/25,A5713,yes
1799/04/29,A5713a,yes
1799/05/01,A5715,yes
1799/05/04,A5716,yes
1799/05/04,A5717,yes
1799/05/06,A5717a,yes
1799/05/09,A5718,yes
1799/05/10,A5719,yes
1799/05/11,A5720,yes
1799/05/11,A5721,yes
1799/05/11,A5721a,yes
1799/05/13,A5722,yes
1799/05/15,A5722a,yes
1799/05/20,A5723,yes
1799/05/20,A5724,yes
1799/05/20,A5724a,yes
1799/05/21,A5725,yes
1799/05/24,A5726,yes
1799/05/27,A5727,yes
1799/05/27,A5728,yes
1799/05/30,A5729,yes
1799/05/30,A5730,yes
1799/05/31,A5731,yes
1799/05/31,A5732,yes
1799/06/01,A5733,yes
1799/06/07,A5734,yes
1799/06/08,A5735,yes
1799/06/11,A5735a,yes
1799/06/12,A5736,yes
1799/06/12,A5737,yes
1799/06/21,A5738,yes
1799/06/21,A5737a,yes
1799/06/22,A5739,yes
1799/06/24,A5740,yes
1799/06/26,A5740a,yes
1799/07/02,A5741,yes
1799/07/09,A5742,yes
1799/07/12,A5743,yes
1799/07/12,A5744,yes
1799/07/18,A5745,yes
1799/07/18,A5746,yes
1799/07/23,A5747,yes
1799/07/23,A5747a,yes
1799/08/09,A5748,yes
1799/08/12,A5749,yes
1799/08/28,A5750,yes
1799/09/07,A5750a,yes
1799/10/08,A5750b,yes
1799/10/11,A5751,yes
1799/10/26,A5752,yes
1799/11/02,A5753,yes
1799/11/04,A5753a,yes
1799/11/08,A5754,yes
1799/11/16,A5755,yes
1799/11/19,A5756,no
1799/11/22,A5756d,yes
1799/11/25,A5756c,yes
1799/11/27,A5756a,yes
1799/11/29,A5756b,yes
1799/11/30,A5757,yes
1799/12/02,A5758,yes
1799/12/05,A5759,yes
1799/12/06,A5759a,yes
1799/12/12,A5759b,yes
1799/12/13,A5760,no
1799/12/16,A5761,yes
1799/12/18,A5761b,yes
1800/00/00,A5762a,yes
1800/00/00,A5762b,yes
1800/01/07,A5763,no
1800/01/16,A5764,yes
1800/01/17,A5765,yes
1800/01/28,A5766,yes
1800/01/30,A5767,yes
1800/01/31,A5768,yes
1800/02/03,A5686a,no
1800/02/03,A5768a,yes
1800/02/04,A5769,yes
1800/02/06,A5770,yes
1800/02/10,A5770a,yes
1800/02/14,A5771,yes
1800/02/17,A5772,yes
1800/02/20,A5772a,yes
1800/02/21,A5773,yes
1800/02/25,A5774,yes
1800/02/28,A5775,yes
1800/03/01,A5776,yes
1800/03/03,A5777,yes
1800/03/06,A5778,no
1800/03/07,A5778a,yes
1800/03/08,A5779,yes
1800/03/10,A5780,yes
1800/03/13,A5781,yes
1800/03/15,A5782,yes
1800/03/18,A5783,yes
1800/03/19,A5784,yes
1800/03/21,A5785,yes
1800/03/25,A5786,yes
1800/03/25,A5787,yes
1800/03/25,A5785a,yes
1800/03/28,A5788,yes
1800/03/28,A5788a,yes
1800/03/31,A5788b,yes
1800/04/02,A5789,no
1800/04/04,A5790,yes
1800/04/05,A5791,yes
1800/04/08,A5791a,yes
1800/04/17,A5791b,yes
1800/04/18,A5792,yes
1800/04/21,A5793,yes
1800/04/21,A5793a,yes
1800/04/25,A5794,yes
1800/04/25,A5794b,yes
1800/04/28,A5794a,yes
1800/04/28,A5794c,yes
1800/04/29,A5795,yes
1800/04/30,A5796,yes
1800/05/01,A5797,yes
1800/05/01,A5798,yes
1800/05/02,A5799,yes
1800/05/03,A5800,yes
1800/05/05,A5801,yes
1800/05/05,A5802,yes
1800/05/09,A5803,yes
1800/05/12,A5804,yes
1800/05/14,A5805,yes
1800/05/16,A5806,yes
1800/05/19,A5807,yes
1800/05/19,A5806a,no
1800/05/20,A5808,yes
1800/05/20,A5809,yes
1800/05/21,A5810,yes
1800/05/23,A5811,yes
1800/05/24,A5813,yes
1800/05/26,A5812,yes
1800/05/29,A5814,yes
1800/05/31,A5815,yes
1800/05/31,A5816,yes
1800/06/05,A5817,yes
1800/06/06,A5817a,yes
1800/06/07,A5818,yes
1800/06/10,A5819,yes
1800/06/13,A5820,yes
1800/06/14,A5821,yes
1800/06/20,A5822,yes
1800/06/23,A5823,yes
1800/06/26,A5822a,yes
1800/07/01,A5823a,yes
1800/07/07,A5823b,yes
1800/07/08,A5823c,yes
1800/07/09,A5824,yes
1800/07/10,A5825,yes
1800/07/31,A5825b,yes
1800/08/19,A5825a,yes
1800/08/19,A5825c,yes
1800/08/20,A5826,yes
1800/09/09,A5826b,yes
1800/09/22,A5826a,yes
1800/10/04,A5827,yes
1800/10/06,A5828,yes
1800/10/06,A5828a,yes
1800/10/08,A5829,yes
1800/10/13,A5829a,yes
1800/10/18,A5830,yes
1800/10/25,A5831,yes
1800/10/29,A5832,yes
1800/10/29,A5833,yes
1800/10/31,A5833b,yes
1800/11/01,A5833c,yes
1800/11/04,A5833a,yes
1800/11/20,A5834,yes
1800/11/24,A5835,yes
1800/11/28,A5836,yes
1800/12/04,A5837,yes
1800/12/08,A5838,yes
1800/12/12,A5839,yes
1800/12/15,A5840,yes
1800/12/16,A5841,yes
1800/12/18,A5842,yes
1800/12/18,A5841a,yes
1800/12/20,A5843,yes
1800/12/29,A5844,yes
1801/01/06,1-A,yes
1801/01/07,1,yes
1801/01/16,2,yes
1801/01/21,3,yes
1801/01/24,4,yes
1801/02/02,5,yes
1801/02/02,6,yes
1801/02/04,7,yes
1801/02/05,8,yes
1801/02/09,9,yes
1801/02/12,10,yes
1801/02/14,11,yes
1801/02/14,12,yes
1801/02/16,13,yes
1801/02/20,14,yes
1801/02/23,15,yes
1801/03/06,16,yes
1801/03/06,17,yes
1801/03/18,18,yes
1801/03/27,19,yes
1801/03/27,20,yes
1801/04/02,21,yes
1801/04/06,22,yes
1801/04/07,23,yes
1801/04/17,24,yes
1801/04/22,27,yes
1801/04/22,25,yes
1801/04/22,26,yes
1801/04/25,28,yes
1801/04/27,30,yes
1801/04/27,29,yes
1801/05/02,31,yes
1801/05/04,32,yes
1801/05/05,33,yes
1801/05/06,34,yes
1801/05/07,35,yes
1801/05/08,36,yes
1801/05/13,37,yes
1801/05/16,38,yes
1801/05/20,39,yes
1801/05/22,40,yes
1801/05/23,41,yes
1801/05/27,42,yes
1801/05/27,43,yes
1801/05/28,44,yes
1801/05/29,45,yes
1801/06/01,46,yes
1801/06/05,47,yes
1801/06/05,48,yes
1801/06/05,49,yes
1801/06/10,50,yes
1801/06/17,51,yes
1801/06/19,52,yes
1801/06/23,53,yes
1801/06/27,54,yes
1801/07/03,56,yes
1801/07/03,55,yes
1801/07/20,57,yes
1801/08/19,58,yes
1801/08/31,59,yes
1801/09/09,60,yes
1801/09/29,61,yes
1801/10/07,61-A,yes
1801/10/22,61-B,yes
1801/11/06,62,yes
1801/11/13,63,yes
1801/11/16,64,yes
1801/11/18,65,yes
1801/11/27,66,yes
1801/12/02,67,yes
1801/12/11,68,yes
1801/12/15,69,yes
1802/00/00,70,yes
1802/01/08,71,yes
1802/01/16,72,yes
1802/01/26,73,yes
1802/01/29,74,yes
1802/02/03,75,yes
1802/02/05,76,yes
1802/02/12,77,yes
1802/02/25,78,yes
1802/02/25,79,yes
1802/02/27,80,yes
1802/03/06,81,yes
1802/03/09,82,yes
1802/03/10,83,yes
1802/03/11,84,yes
1802/03/13,85,yes
1802/03/16,86,yes
1802/03/20,87,yes
1802/03/25,88,yes
1802/03/25,89,yes
1802/03/26,90,yes
1802/03/27,91,yes
1802/04/01,92,yes
1802/04/02,93,yes
1802/04/03,94,yes
1802/04/07,95,yes
1802/04/09,96,yes
1802/04/13,97,yes
1802/04/15,98,yes
1802/04/15,99,yes
1802/04/17,100,yes
1802/04/17,101,yes
1802/04/22,102,yes
1802/04/23,103,yes
1802/04/26,104,yes
1802/04/28,105,yes
1802/04/30,106,yes
1802/05/01,107,yes
1802/05/08,108,yes
1802/05/10,109,yes
1802/05/12,110,yes
1802/05/14,111,yes
1802/05/17,112,yes
1802/05/17,113,yes
1802/05/18,114,yes
1802/05/18,115,yes
1802/05/20,116,yes
1802/05/24,117,yes
1802/05/24,118,yes
1802/05/25,119,yes
1802/05/26,121,yes
1802/05/26,120,yes
1802/05/28,122,yes
1802/05/29,123,yes
1802/05/31,124,yes
1802/06/02,125,yes
1802/06/02,126,yes
1802/06/14,127,yes
1802/06/18,129,yes
1802/06/18,128,yes
1802/06/29,129-A,yes
1802/07/17,130,yes
1802/09/07,131,yes
1802/09/15,132,yes
1802/09/27,133,yes
1802/10/06,134,yes
1802/10/08,135,yes
1802/10/13,136,yes
1802/10/18,137,yes
1802/10/20,138,yes
1802/10/27,139,yes
1802/10/30,140,yes
1802/11/03,141,yes
1802/11/11,142,yes
1802/11/12,142-A,yes
1802/11/25,143,yes
1802/11/29,144,yes
1802/11/30,144-A,yes
1802/12/09,145,yes
1802/12/10,146,yes
1802/12/13,148,yes
1802/12/13,147,yes
1802/12/14,149,yes
1802/12/17,150,yes
1802/12/18,151,yes
1803/01/04,151-A,yes
1803/01/10,152,yes
1803/01/12,154,yes
1803/01/12,153,yes
1803/01/15,155,yes
1803/01/26,155-A,yes
1803/01/28,156,yes
1803/02/01,157,yes
1803/02/03,158,yes
1803/02/03,159,yes
1803/02/11,160,yes
1803/02/16,161,yes
1803/02/19,162,yes
1803/03/01,163,yes
1803/03/04,164,yes
1803/03/04,165,yes
1803/03/07,165-A,yes
1803/03/09,166,yes
1803/03/11,167,yes
1803/03/11,168,yes
1803/03/14,169,yes
1803/03/16,170,yes
1803/03/16,169-A,yes
1803/03/22,171,yes
1803/03/23,172,yes
1803/03/24,173,yes
1803/03/24,174,no
1803/03/28,175,yes
1803/03/31,176,yes
1803/04/01,177,yes
1803/04/04,178,yes
1803/04/04,177-A,yes
1803/04/06,179,yes
1803/04/13,180,yes
1803/04/14,181,yes
1803/04/14,182,yes
1803/04/14,182-A,yes
1803/04/22,183,yes
1803/04/28,184,yes
1803/04/29,185,yes
1803/04/30,186,yes
1803/05/04,187,yes
1803/05/04,188,yes
1803/05/05,189,yes
1803/05/06,190,yes
1803/05/09,191,yes
1803/05/11,192,yes
1803/05/11,193,yes
1803/05/13,194,yes
1803/05/20,195,yes
1803/05/21,196,yes
1803/05/31,197,yes
1803/06/01,198,yes
1803/06/03,199,yes
1803/06/03,200,yes
1803/06/06,201,yes
1803/06/07,202,yes
1803/06/13,203,yes
1803/06/16,204,yes
1803/06/17,205,yes
1803/06/17,206,yes
1803/06/29,206-A,yes
1803/07/02,207,yes
1803/07/06,208,yes
1803/07/09,209,yes
1803/07/21,210,yes
1803/07/23,211,yes
1803/08/04,212,yes
1803/08/08,213,yes
1803/08/24,214,yes
1803/10/03,215,yes
1803/10/08,216,yes
1803/10/10,217,yes
1803/10/13,217-A,yes
1803/10/21,218,yes
1803/10/25,219,yes
1803/11/01,220,yes
1803/11/15,221,yes
1803/11/28,222,yes
1803/12/14,223,yes
1803/12/20,224,yes
1803/12/21,225,yes
1804/00/00,226,yes
1804/01/04,227,yes
1804/01/25,228,yes
1804/01/26,229,yes
1804/02/00,229-A,yes
1804/02/01,230,yes
1804/02/02,231,yes
1804/02/03,232,yes
1804/02/08,233,yes
1804/02/08,234,yes
1804/02/08,235,yes
1804/02/09,236,yes
1804/02/11,237,yes
1804/02/17,238,yes
1804/02/22,239,yes
1804/02/24,240,yes
1804/02/24,241,yes
1804/03/01,242,yes
1804/03/02,243,yes
1804/03/03,244,yes
1804/03/08,245,yes
1804/03/15,246,yes
1804/03/19,247,yes
1804/03/20,248,yes
1804/03/21,249,yes
1804/03/23,250,yes
1804/03/28,251,yes
1804/03/28,252,yes
1804/04/11,253,yes
1804/04/11,254,yes
1804/04/21,255,yes
1804/04/25,256,yes
1804/05/02,258,yes
1804/05/02,257,yes
1804/05/04,259,yes
1804/05/07,260,yes
1804/05/08,261,yes
1804/05/12,262,yes
1804/05/12,263,yes
1804/05/14,264,yes
1804/05/15,264-A,yes
1804/05/17,265,yes
1804/05/18,266,yes
1804/05/23,267,yes
1804/05/24,268,yes
1804/05/24,269,yes
1804/05/26,270,yes
1804/05/29,271,yes
1804/05/29,272,yes
1804/06/02,273,yes
1804/06/05,274,yes
1804/06/06,276,yes
1804/06/06,275,yes
1804/06/07,277,yes
1804/06/08,278,yes
1804/06/11,279,yes
1804/06/14,280,yes
1804/06/16,281,yes
1804/06/20,282,yes
1804/06/22,283,yes
1804/06/26,284,yes
1804/06/27,285,yes
1804/06/29,286,yes
1804/07/19,287,yes
1804/07/23,288,yes
1804/09/12,289,yes
1804/09/21,290,yes
1804/10/11,291,yes
1804/11/17,292,yes
1804/11/20,293,yes
1804/11/30,294,yes
1804/12/10,295,yes
1804/12/11,296,yes
1804/12/14,297,yes
1804/12/20,298,yes
1804/12/21,299,yes
1805/00/00,300,yes
1805/00/00,300-A,yes
1805/01/16,301,yes
1805/01/29,302,yes
1805/02/01,303,yes
1805/02/04,304,yes
1805/02/13,305,yes
1805/02/14,306,yes
1805/03/01,307,yes
1805/03/05,308,yes
1805/03/08,309,yes
1805/03/12,310,yes
1805/03/13,311,yes
1805/03/14,312,yes
1805/03/15,313,yes
1805/03/18,314,yes
1805/03/21,315,yes
1805/03/22,316,yes
1805/03/25,316-A,yes
1805/03/26,317,yes
1805/03/26,318,yes
1805/03/30,319,yes
1805/04/03,320,yes
1805/04/03,321,yes
1805/04/05,322,yes
1805/04/06,323,yes
1805/04/08,324,yes
1805/04/09,325,yes
1805/04/11,326,yes
1805/04/19,327,yes
1805/04/26,328,yes
1805/04/30,329,yes
1805/05/04,330,yes
1805/05/04,331,yes
1805/05/07,332,yes
1805/05/13,333,yes
1805/05/17,334,yes
1805/05/23,335,yes
1805/05/24,336,yes
1805/05/28,337,yes
1805/05/29,337-A,yes
1805/06/01,338,yes
1805/06/01,339,yes
1805/06/03,340,yes
1805/06/03,341,yes
1805/06/08,343,yes
1805/06/08,342,yes
1805/06/10,344,yes
1805/06/13,345,yes
1805/06/14,346,yes
1805/06/15,347,yes
1805/06/18,348,yes
1805/06/18,348-A,yes
1805/06/21,349,yes
1805/06/28,350,yes
1805/07/05,351,yes
1805/07/29,351-A,yes
1805/08/12,352,yes
1805/09/24,353,yes
1805/12/07,354,yes
1805/12/11,355,yes
1805/12/21,356,yes
1806/01/15,357,yes
1806/01/27,358,yes
1806/01/29,360,yes
1806/01/29,359,yes
1806/02/06,361,yes
1806/02/08,362,yes
1806/02/13,363,yes
1806/02/21,364,yes
1806/02/25,366,yes
1806/02/25,365,yes
1806/03/04,367,yes
1806/03/05,368,yes
1806/03/06,369,yes
1806/03/07,370,yes
1806/03/12,371,yes
1806/03/13,372,yes
1806/03/14,373,yes
1806/03/15,374,no
1806/03/19,375,yes
1806/03/21,376,yes
1806/03/24,377,yes
1806/03/25,378,yes
1806/03/26,379,yes
1806/03/27,380,yes
1806/03/31,381,yes
1806/04/01,381-A,yes
1806/04/02,382,yes
1806/04/03,383,yes
1806/04/12,384,yes
1806/04/14,385,yes
1806/04/16,387,yes
1806/04/16,386,yes
1806/04/17,388,yes
1806/04/18,389,yes
1806/04/21,390,yes
1806/04/22,392,yes
1806/04/22,391,yes
1806/04/23,393,yes
1806/04/24,394,yes
1806/04/25,395,yes
1806/04/26,396,yes
1806/04/28,397,yes
1806/04/30,398,yes
1806/05/02,399,yes
1806/05/02,400,yes
1806/05/05,401,yes
1806/05/07,402,yes
1806/05/08,403,yes
1806/05/09,404,yes
1806/05/10,405,yes
1806/05/12,406,yes
1806/05/13,407,yes
1806/05/16,408,yes
1806/05/17,409,yes
1806/05/22,410,yes
1806/05/23,411,yes
1806/05/23,412,yes
1806/05/24,413,yes
1806/05/26,414,yes
1806/05/29,415,yes
1806/05/30,416,yes
1806/06/02,417,yes
1806/06/03,418,yes
1806/06/05,419,yes
1806/06/05,420,yes
1806/06/05,421,yes
1806/06/07,422,yes
1806/06/11,423,yes
1806/06/13,424,yes
1806/06/13,425,yes
1806/06/13,426,yes
1806/06/16,427,yes
1806/06/17,428,yes
1806/06/20,429,yes
1806/06/21,430,yes
1806/06/24,431,yes
1806/06/30,432,yes
1806/07/03,433,yes
1806/07/07,434,yes
1806/07/18,435,yes
1806/07/30,436,yes
1806/09/15,437,yes
1806/09/18,438,yes
1806/10/07,439,yes
1806/10/21,440,yes
1806/10/30,441,yes
1806/11/24,442,yes
1806/12/06,443,yes
1806/12/08,444,yes
1806/12/15,445,yes
1806/12/22,446,yes
1806/12/29,447,yes
1807/00/00,448,yes
1807/00/00,449,yes
1807/01/14,450,yes
1807/01/23,452,yes
1807/01/23,451,yes
1807/01/27,453,yes
1807/01/28,454,yes
1807/01/30,455,yes
1807/02/03,456,yes
1807/02/07,457,yes
1807/02/14,458,yes
1807/02/16,459,yes
1807/02/17,460,yes
1807/02/19,461,yes
1807/02/19,462,yes
1807/02/24,463,yes
1807/02/26,464,yes
1807/03/09,465,yes
1807/03/10,466,yes
1807/03/11,467,yes
1807/03/18,468,yes
1807/03/20,469,yes
1807/03/25,470,yes
1807/03/26,471,yes
1807/03/30,472,yes
1807/04/01,473,yes
1807/04/07,474,yes
1807/04/10,475,yes
1807/04/10,476,yes
1807/04/11,477,yes
1807/04/13,478,yes
1807/04/18,480,yes
1807/04/18,479,yes
1807/04/20,481,yes
1807/04/23,482,yes
1807/04/23,483,yes
1807/04/27,484,yes
1807/04/30,485,yes
1807/04/30,486,yes
1807/05/02,487,yes
1807/05/06,488,yes
1807/05/06,489,yes
1807/05/07,491,yes
1807/05/07,490,yes
1807/05/08,492,yes
1807/05/09,493,yes
1807/05/15,494,yes
1807/05/20,495,yes
1807/05/21,496,yes
1807/05/21,498,yes
1807/05/21,497,yes
1807/05/22,499,yes
1807/05/23,500,yes
1807/05/26,502,yes
1807/05/26,501,yes
1807/05/27,503,yes
1807/05/28,504,yes
1807/05/29,505,yes
1807/05/29,506,yes
1807/06/02,507,yes
1807/06/02,508,yes
1807/06/05,508-A,yes
1807/06/06,509,yes
1807/06/10,511,yes
1807/06/10,510,yes
1807/06/13,512,yes
1807/06/20,513,yes
1807/06/22,514,yes
1807/06/23,515,yes
1807/06/26,517,yes
1807/06/26,516,yes
1807/06/27,518,yes
1807/06/27,519,yes
1807/07/04,520,yes
1807/07/06,521,yes
1807/07/13,522,yes
1807/07/15,523,yes
1807/07/17,524,yes
1807/07/22,525,yes
1807/07/22,526,yes
1807/07/29,527,yes
1807/08/11,528,yes
1807/08/12,529,yes
1807/08/17,530,yes
1807/10/22,530-A,yes
1807/10/28,531,yes
1807/11/02,532,yes
1807/11/02,533,yes
1807/11/17,533-A,yes
1807/11/25,534,yes
1807/11/26,535,yes
1807/12/03,536,yes
1807/12/09,537,yes
1807/12/16,538,yes
1807/12/18,539,yes
1807/12/24,540,yes
1808/00/00,541,yes
1808/00/00,542,yes
1808/01/02,543,yes
1808/01/11,544,yes
1808/01/13,545,yes
1808/01/20,546,yes
1808/01/27,547,no
1808/02/03,548,yes
1808/02/12,549,yes
1808/02/13,550,yes
1808/02/16,551,yes
1808/02/20,552,yes
1808/02/20,553,yes
1808/02/22,554,yes
1808/02/23,555,yes
1808/03/11,556,yes
1808/03/14,557,yes
1808/03/16,558,yes
1808/03/18,559,yes
1808/03/23,561,yes
1808/03/23,560,yes
1808/03/25,562,yes
1808/03/26,563,yes
1808/03/31,564,yes
1808/04/01,565,yes
1808/04/05,566,yes
1808/04/06,567,yes
